Milk Peanut.Butter Bread Cereal Jelly
2226 1 1 0 0 0
2227 0 0 0 0 0
2228 0 1 0 0 0
2229 0 1 1 0 0
2230 1 1 1 0 0
2231 0 1 1 0 0
2232 0 0 1 0 0
2233 0 1 1 0 0
2234 0 1 1 0 0
2235 0 0 0 0 0
2236 0 0 1 0 0
2237 0 1 0 0 0
2238 0 0 0 0 0
2239 1 1 1 0 0
2240 0 0 1 0 0
2241 1 1 0 0 0
2242 1 1 0 0 0
2243 0 0 0 0 0
2244 0 0 1 0 0
2245 1 0 0 0 0
2246 1 1 0 0 0
2247 0 1 1 0 0
2248 0 1 0 0 0
2249 0 0 0 0 0
2250 0 0 0 0 0
2251 0 0 0 0 0
2252 0 1 0 0 0
2253 0 1 1 0 0
2254 0 0 0 0 0
2255 0 1 0 0 0
2256 0 1 0 0 0
2257 0 1 1 0 0
2258 0 1 0 0 0
2259 0 1 1 0 0
2260 0 0 0 0 0
2261 0 1 0 0 0
2262 0 0 0 0 0
2263 0 1 1 0 0
2264 0 1 1 0 0
2265 0 1 0 0 0
2266 0 1 1 0 0
2267 0 1 0 0 0
2268 0 0 0 0 0
2269 0 0 1 0 0
2270 0 1 0 0 0
2271 0 0 0 0 0
2272 0 0 0 0 0
2273 1 1 0 0 0
2274 0 0 0 0 0
2275 0 1 1 0 0
2276 0 0 1 0 0
2277 0 0 1 0 0
2278 0 1 0 0 0
2279 0 1 0 0 0
2280 0 0 1 0 0
2281 0 1 0 0 0
2282 0 1 0 0 0
2283 0 0 1 0 0
2284 0 0 1 0 0
2285 0 1 1 0 0
2286 0 1 0 0 0
2287 0 1 0 0 0
2288 0 0 0 0 0
2289 0 1 0 0 0
2290 0 1 1 0 0
2291 0 1 1 0 0
2292 0 1 1 0 0
2293 0 1 0 0 0
2294 0 1 1 0 0
2295 0 0 0 0 0
2296 0 0 1 0 0
2297 1 1 1 0 0
2298 1 1 0 0 0
2299 1 0 1 0 0
2300 0 1 0 0 0
2301 1 1 1 0 0
2302 1 1 1 0 0
2303 0 1 1 0 0
2304 0 1 0 0 0
2305 0 0 0 0 0
2306 0 1 1 0 0
2307 0 0 0 0 0
2308 0 1 1 0 0
2309 0 0 0 0 0
2310 0 1 0 0 0
2311 0 1 1 0 0
2312 0 1 0 0 0
2313 0 1 1 0 0
2314 0 0 1 0 0
2315 0 1 0 0 0
2316 0 0 1 0 0
2317 0 1 1 0 0
2318 0 1 0 0 0
2319 0 1 1 0 0
2320 0 1 1 0 0
2321 0 0 0 0 0
2322 1 1 0 0 0
2323 1 0 1 0 0
2324 0 0 1 0 0
2325 0 1 1 0 0
2326 0 0 0 0 0
2327 0 1 0 0 0
2328 1 1 0 0 0
2329 0 0 0 0 0
2330 0 0 0 0 0
2331 0 0 0 0 0
2332 0 1 1 0 0
2333 0 0 0 0 0
2334 0 0 0 0 0
2335 1 0 0 0 0
2336 0 1 0 0 0
2337 0 1 1 0 0
2338 0 1 0 0 0
2339 0 0 1 0 0
2340 1 0 0 0 0
2341 1 1 1 0 0
2342 0 1 1 0 0
2343 0 1 0 0 0
2344 0 1 1 0 0
2345 0 1 1 0 0
2346 0 0 0 0 0
2347 0 1 1 0 0
2348 0 0 1 0 0
2349 0 1 0 0 0
2350 0 1 0 0 0
2351 0 0 0 0 0
2352 0 1 0 0 0
2353 1 0 1 0 0
2354 0 1 0 0 0
2355 1 1 1 0 0
2356 0 0 1 0 0
2357 0 0 1 0 0
2358 0 1 0 0 0
2359 0 1 1 0 0
2360 1 1 0 0 0
2361 0 0 1 0 0
2362 0 1 0 0 0
2363 0 1 1 0 0
2364 1 0 1 0 0
2365 0 1 0 0 0
2366 0 0 1 0 0
2367 0 1 0 0 0
2368 0 0 1 0 0
2369 0 1 0 0 0
2370 0 1 0 0 0
2371 1 0 0 0 0
2372 0 0 0 0 0
2373 0 0 1 0 0
2374 0 1 1 0 0
2375 0 1 0 0 0
2376 0 1 0 0 0
2377 0 1 1 0 0
2378 0 1 0 0 0
2379 1 1 1 0 0
2380 1 1 1 0 0
2381 0 1 0 0 0
2382 0 0 1 0 0
2383 0 0 1 0 0
2384 0 0 0 0 0
2385 0 1 1 0 0
2386 0 0 1 0 0
2387 0 0 0 0 0
2388 0 1 0 0 0
2389 0 0 1 0 0
2390 1 1 0 0 0
2391 0 1 0 0 0
2392 0 1 0 0 0
2393 0 1 0 0 0
2394 1 0 1 0 0
2395 0 0 0 0 0
2396 0 0 0 0 0
2397 1 1 1 0 0
2398 0 0 1 0 0
2399 0 0 1 0 0
2400 0 1 1 0 0
2401 0 1 0 0 0
2402 0 0 1 0 0
2403 0 1 0 0 0
2404 0 1 0 0 0
2405 1 1 1 0 0
2406 0 0 0 0 0
2407 0 0 0 0 0
2408 0 1 1 0 0
2409 0 0 0 0 0
2410 0 0 1 0 0
2411 1 0 1 0 0
2412 0 0 1 0 0
2413 0 1 1 0 0
2414 1 1 0 0 0
2415 0 1 0 0 0
2416 0 1 0 0 0
2417 1 1 1 0 0
2418 0 1 0 0 0
2419 1 1 0 0 0
2420 0 1 0 0 0
2421 0 1 1 0 0
2422 0 0 0 0 0
2423 1 0 1 0 0
2424 0 0 1 0 0
2425 0 1 0 0 0
2426 0 1 1 0 0
2427 0 1 1 0 0
2428 0 1 0 0 0
2429 0 1 0 0 0
2430 0 1 1 0 0
2431 0 0 1 0 0
2432 0 0 1 0 0
2433 1 0 1 0 0
2434 1 1 1 0 0
2435 1 1 1 0 0
2436 0 1 1 0 0
2437 0 1 1 0 0
2438 0 0 1 0 0
2439 1 1 1 0 0
2440 0 1 0 0 0
2441 0 0 1 0 0
2442 0 0 1 0 0
2443 0 0 0 0 0
2444 0 0 0 0 0
2445 0 0 0 0 0
2446 0 0 0 0 0
2447 1 1 0 0 0
2448 0 0 1 0 0
2449 0 1 1 0 0
2450 1 1 1 0 0
2451 0 0 1 0 0
2452 0 1 1 0 0
2453 0 1 1 0 0
2454 0 1 1 0 0
2455 0 1 1 0 0
2456 1 1 0 0 0
2457 0 1 0 0 0
2458 0 1 0 0 0
2459 0 0 0 0 0
2460 0 1 0 0 0
2461 0 1 0 0 0
2462 1 1 0 0 0
2463 0 0 0 0 0
2464 0 0 1 0 0
2465 0 1 0 0 0
2466 1 1 1 0 0
2467 0 0 1 0 0
2468 0 0 1 0 0
2469 0 0 1 0 0
2470 0 1 0 0 0
2471 0 1 1 0 0
2472 0 1 0 0 0
2473 0 0 0 0 0
2474 0 1 0 0 0
2475 1 0 0 0 0
2476 0 0 1 0 0
2477 0 1 1 0 0
2478 0 1 0 0 0
2479 0 1 0 0 0
2480 0 1 1 0 0
2481 0 1 0 0 0
2482 0 1 1 0 0
2483 0 1 1 0 0
2484 0 1 0 0 0
2485 0 1 0 0 0
2486 0 1 0 0 0
2487 0 0 0 0 0
2488 0 0 1 0 0
2489 0 1 0 0 0
2490 0 0 1 0 0
2491 0 1 1 0 0
2492 0 1 1 0 0
2493 1 1 0 0 0
2494 0 1 0 0 0
2495 0 0 0 0 0
2496 0 1 0 0 0
2497 0 0 0 0 0
2498 1 1 0 0 0
2499 0 1 0 0 0
2500 0 0 1 0 0
2501 0 1 1 0 0
2502 0 0 1 0 0
2503 0 1 1 0 0
2504 0 0 0 0 0
2505 1 0 1 0 0
2506 0 1 0 0 0
2507 0 0 0 0 0
2508 1 1 0 0 0
2509 0 1 1 0 0
2510 0 1 1 0 0
2511 0 1 1 0 0
2512 0 0 0 0 0
2513 0 0 1 0 0
2514 1 1 1 0 0
2515 0 1 1 0 0
2516 1 1 0 0 0
2517 0 0 0 0 0
2518 0 1 0 0 0
2519 0 0 0 0 0
2520 0 0 1 0 0
2521 0 1 0 0 0
2522 1 1 0 0 0
2523 0 0 0 0 0
2524 1 0 0 0 0
2525 0 0 1 0 0
2526 0 0 1 0 0
2527 0 0 0 0 0
2528 0 0 0 0 0
2529 0 1 0 0 0
2530 0 0 1 0 0
2531 0 0 1 0 0
2532 1 0 1 0 0
2533 0 1 0 0 0
2534 0 0 1 0 0
2535 1 1 1 0 0
2536 0 0 1 0 0
2537 0 0 0 0 0
2538 0 0 0 0 0
2539 0 1 0 0 0
2540 0 1 0 0 0
2541 0 0 1 0 0
2542 0 1 0 0 0
2543 0 1 0 0 0
2544 0 1 1 0 0
2545 0 1 0 0 0
2546 1 1 1 0 0
2547 1 0 0 0 0
2548 0 0 0 0 0
2549 0 0 1 0 0
2550 0 1 0 0 0
2551 0 1 1 0 0
2552 0 1 1 0 0
2553 1 1 1 0 0
2554 0 0 0 0 0
2555 0 1 0 0 0
2556 0 0 0 0 0
2557 0 1 1 0 0
2558 0 1 0 0 0
2559 0 1 1 0 0
2560 0 1 0 0 0
2561 0 1 1 0 0
2562 0 1 0 0 0
2563 0 1 1 0 0
2564 0 0 0 0 0
2565 0 1 1 0 0
2566 0 0 1 0 0
2567 0 1 0 0 0
2568 1 0 1 0 0
2569 1 1 0 0 0
2570 1 0 1 0 0
2571 0 1 0 0 0
2572 0 0 1 0 0
2573 1 1 1 0 0
2574 0 1 1 0 0
2575 0 1 0 0 0
2576 0 0 1 0 0
2577 0 0 0 0 0
2578 1 0 0 0 0
2579 0 1 1 0 0
2580 0 1 1 0 0
2581 1 1 1 0 0
2582 0 1 0 0 0
2583 0 1 0 0 0
2584 0 1 0 0 0
2585 0 0 0 0 0
2586 0 1 0 0 0
2587 0 1 1 0 0
2588 0 0 0 0 0
2589 0 0 1 0 0
2590 0 0 1 0 0
2591 0 1 1 0 0
2592 1 1 0 0 0
2593 0 1 0 0 0
2594 0 1 1 0 0
2595 0 0 0 0 0
2596 0 1 1 0 0
2597 0 0 1 0 0
2598 1 1 1 0 0
2599 0 1 0 0 0
2600 0 0 1 0 0
2601 0 1 1 0 0
2602 0 1 0 0 0
2603 1 0 0 0 0
2604 0 0 0 0 0
2605 0 0 0 0 0
2606 0 1 1 0 0
2607 0 1 1 0 0
2608 1 1 0 0 0
2609 0 0 1 0 0
2610 0 0 1 0 0
2611 1 1 1 0 0
2612 0 1 0 0 0
2613 0 1 1 0 0
2614 1 0 1 0 0
2615 0 1 0 0 0
2616 0 0 1 0 0
2617 0 0 0 0 0
2618 0 0 0 0 0
2619 0 1 0 0 0
2620 0 1 1 0 0
2621 1 1 1 0 0
2622 1 0 0 0 0
2623 1 0 0 0 0
2624 0 1 1 0 0
2625 0 1 0 0 0
2626 0 0 1 0 0
2627 0 1 0 0 0
2628 0 1 1 0 0
2629 0 0 0 0 0
2630 1 1 1 0 0
2631 0 0 1 0 0
2632 0 1 1 0 0
2633 0 1 0 0 0
2634 1 0 1 0 0
2635 0 1 1 0 0
2636 0 0 1 0 0
2637 0 1 1 0 0
2638 0 1 0 0 0
2639 0 1 1 0 0
2640 0 1 0 0 0
2641 1 0 0 0 0
2642 0 0 1 0 0
2643 0 0 0 0 0
2644 0 1 0 0 0
2645 0 1 0 0 0
2646 0 0 1 0 0
2647 0 0 1 0 0
2648 0 1 1 0 0
2649 0 1 0 0 0
2650 0 1 1 0 0
2651 1 1 0 0 0
2652 0 1 0 0 0
2653 0 0 1 0 0
2654 0 0 0 0 0
2655 0 1 0 0 0
2656 0 0 0 0 0
2657 0 1 0 0 0
2658 0 1 1 0 0
2659 0 0 1 0 0
2660 0 1 1 0 0
2661 0 0 0 0 0
2662 0 1 1 0 0
2663 0 0 1 0 0
2664 0 1 0 0 0
2665 0 1 1 0 0
2666 0 0 1 0 0
2667 0 0 0 0 0
2668 0 1 1 0 0
2669 1 1 0 0 0
2670 0 1 1 0 0
2671 0 1 0 0 0
2672 0 1 1 0 0
2673 0 1 1 0 0
2674 1 0 0 0 0
2675 0 1 0 0 0
2676 0 1 0 0 0
2677 0 1 0 0 0
2678 0 1 0 0 0
2679 0 0 1 0 0
2680 0 0 1 0 0
2681 0 1 0 0 0
2682 0 1 0 0 0
2683 0 0 1 0 0
2684 1 0 1 0 0
2685 0 1 0 0 0
2686 1 1 0 0 0
2687 0 1 0 0 0
2688 0 1 1 0 0
2689 1 1 1 0 0
2690 0 1 0 0 0
2691 1 1 0 0 0
2692 0 0 1 0 0
2693 0 1 1 0 0
2694 0 1 1 0 0
2695 0 0 0 0 0
2696 1 1 0 0 0
2697 1 1 0 0 0
2698 0 0 0 0 0
2699 1 1 0 0 0
2700 1 1 0 0 0
2701 0 0 1 0 0
2702 0 1 0 0 0
2703 0 0 1 0 0
2704 0 0 0 0 0
2705 0 1 1 0 0
2706 0 0 0 0 0
2707 0 1 0 0 0
2708 0 0 1 0 0
2709 0 0 0 0 0
2710 0 1 0 0 0
2711 1 0 0 0 0
2712 0 0 1 0 0
2713 0 1 1 0 0
2714 0 1 1 0 0
2715 0 1 0 0 0
2716 0 1 0 0 0
2717 0 0 1 0 0
2718 0 1 0 0 0
2719 0 0 1 0 0
2720 0 1 1 0 0
2721 1 1 1 0 0
2722 0 0 1 0 0
2723 0 1 0 0 0
2724 0 0 1 0 0
2725 0 1 0 0 0
2726 0 1 1 0 0
2727 0 0 1 0 0
2728 0 1 0 0 0
2729 0 1 0 0 0
2730 0 1 0 0 0
2731 0 0 1 0 0
2732 1 1 1 0 0
2733 0 0 0 0 0
